Experiment name,Biological sample category,Biological sample name,MS/MS sample name,Cluster,Protein name,Protein accession numbers,Alternate IDs,Database sources,Protein molecular weight (Da),Protein identification probability,Exclusive unique peptide count,Exclusive unique spectrum count,Total spectrum count,Percentage of total spectra,Percentage sequence coverage,Length
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Ceramide kinase-like protein OS=Homo sapiens OX=9606 GN=CERKL PE=1 SV=1 (#DECOY#Q49MI3|CERKL_HUMAN-DECOY),Ceramide kinase-like protein OS=Homo sapiens OX=9606 GN=CERKL PE=1 SV=1,#DECOY#Q49MI3|CERKL_HUMAN-DECOY,,,0,52.40%,0,0,0,0.00%,0.00%,
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens OX=9606 GN=ATP12A PE=1 SV=3 (P54707),Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens OX=9606 GN=ATP1A3 PE=1 SV=3,P13637,,Uniprot_swissprot_human_JUN08_2018.fasta,"111,751.50",81.80%,0,0,1,0.00%,1.18%,1013
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens OX=9606 GN=ALDH1A3 PE=1 SV=2 (P47895),Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens OX=9606 GN=ALDH1A3 PE=1 SV=2,P47895,,Uniprot_swissprot_human_JUN08_2018.fasta,"56,109.30",81.40%,0,0,0,0.00%,0.00%,512
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),"Cluster of Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1 (P63261)","Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1",P63261,,Uniprot_swissprot_human_JUN08_2018.fasta,"41,793.90",100.00%,1,2,10,0.02%,14.10%,375
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2 (P99999),Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2,P99999,,Uniprot_swissprot_human_JUN08_2018.fasta,"11,749.40",97.10%,1,1,1,0.00%,9.52%,105
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),"Cluster of Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2 (O14556)","Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2",O14556,,Uniprot_swissprot_human_JUN08_2018.fasta,"44,500.50",100.00%,2,4,27,0.06%,6.13%,408
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,P11021,,Uniprot_swissprot_human_JUN08_2018.fasta,"72,334.70",100.00%,1,2,5,0.01%,2.75%,654
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),"Cluster of Fructose-1,6-bisphosphatase 1 OS=Homo sapiens OX=9606 GN=FBP1 PE=1 SV=5 (P09467)","Fructose-1,6-bisphosphatase 1 OS=Homo sapiens OX=9606 GN=FBP1 PE=1 SV=5",P09467,,Uniprot_swissprot_human_JUN08_2018.fasta,"36,843.20",94.40%,1,1,1,0.00%,3.25%,338
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),"Cluster of 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3 (P52209)","6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",P52209,,Uniprot_swissprot_human_JUN08_2018.fasta,"53,141.90",100.00%,6,6,7,0.02%,8.07%,483
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Trypsin-3 OS=Homo sapiens OX=9606 GN=PRSS3 PE=1 SV=2 (P35030),Trypsin-3 OS=Homo sapiens OX=9606 GN=PRSS3 PE=1 SV=2,P35030,,Uniprot_swissprot_human_JUN08_2018.fasta,"32,528.70",99.50%,1,1,1,0.00%,5.92%,304
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),"Cluster of Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=RSHIP4N_a PE=1 SV=2 (P54819)","Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=RSHIP4N_a PE=1 SV=2",P54819,,Uniprot_swissprot_human_JUN08_2018.fasta,"26,479.00",100.00%,3,3,3,0.01%,12.10%,239
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1 (P84095),Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1,P84095,,Uniprot_swissprot_human_JUN08_2018.fasta,"21,308.10",99.40%,1,1,1,0.00%,5.76%,191
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens OX=9606 GN=EIF5A2 PE=1 SV=3 (Q9GZV4),Eukaryotic translation initiation factor 5A-1-like OS=Homo sapiens OX=9606 GN=EIF5AL1 PE=2 SV=2,Q6IS14,,Uniprot_swissprot_human_JUN08_2018.fasta,"16,773.60",35.90%,0,0,0,0.00%,0.00%,154
My Experiment_human,8-gene,RSHIP4NT_a,Service_Kachroo_2525_210722_5 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L10-like OS=Homo sapiens OX=9606 GN=RPL10L PE=1 SV=3 (Q96L21),60S ribosomal protein L10-like OS=Homo sapiens OX=9606 GN=RPL10L PE=1 SV=3,Q96L21,,Uniprot_swissprot_human_JUN08_2018.fasta,"24,519.20",98.20%,1,1,1,0.00%,4.21%,214
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6 (P13645)","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",P08779,,Uniprot_swissprot_human_JUN08_2018.fasta,"51,269.00",47.00%,0,0,1,0.00%,1.90%,473
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1 (P36873),Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1,P36873,,Uniprot_swissprot_human_JUN08_2018.fasta,"36,985.60",5.30%,0,0,0,0.00%,0.00%,323
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3 (P62491),Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3,P62491,,Uniprot_swissprot_human_JUN08_2018.fasta,"24,393.90",99.30%,1,1,1,0.00%,5.09%,216
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens OX=9606 GN=ATP12A PE=1 SV=3 (P54707),Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens OX=9606 GN=ATP12A PE=1 SV=3,P54707,,Uniprot_swissprot_human_JUN08_2018.fasta,"115,514.90",83.60%,0,0,1,0.00%,1.15%,1039
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of 6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3 (P52209)","6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",P52209,,Uniprot_swissprot_human_JUN08_2018.fasta,"53,141.90",100.00%,4,5,5,0.01%,4.55%,483
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1 (P0CG47),Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2,P62987,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,728.90",59.70%,0,0,23,0.05%,29.70%,128
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Ubiquitin-conjugating enzyme E2 D1 OS=Homo sapiens OX=9606 GN=UBE2D1 PE=1 SV=1 (P51668),Ubiquitin-conjugating enzyme E2 D1 OS=Homo sapiens OX=9606 GN=UBE2D1 PE=1 SV=1,P51668,,Uniprot_swissprot_human_JUN08_2018.fasta,"16,602.70",99.90%,1,1,1,0.00%,10.20%,147
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1 (P61006),Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,Q15286,,Uniprot_swissprot_human_JUN08_2018.fasta,"23,025.30",46.60%,0,0,0,0.00%,0.00%,201
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4 (P23526),Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,P23526,,Uniprot_swissprot_human_JUN08_2018.fasta,"47,717.10",99.80%,1,1,1,0.00%,2.08%,432
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4 (P13639),Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,P13639,,Uniprot_swissprot_human_JUN08_2018.fasta,"95,340.10",100.00%,5,9,20,0.04%,6.64%,858
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Histone H2AX OS=Homo sapiens OX=9606 GN=H2AFX PE=1 SV=2 (P16104),Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=HIST2H2AB PE=1 SV=3,Q8IUE6,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,995.80",11.40%,0,0,1,0.00%,8.46%,130
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2 (P38606),V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,P38606,,Uniprot_swissprot_human_JUN08_2018.fasta,"68,305.50",98.20%,1,1,1,0.00%,1.46%,617
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2 (Q7Z2Z2),Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2,Q7Z2Z2,,Uniprot_swissprot_human_JUN08_2018.fasta,"125,432.00",96.50%,1,1,1,0.00%,0.71%,1120
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1,P54652,,Uniprot_swissprot_human_JUN08_2018.fasta,"70,023.00",100.00%,3,5,41,0.09%,9.70%,639
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1 (P63261)",Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1,Q9BYX7,,Uniprot_swissprot_human_JUN08_2018.fasta,"42,017.20",93.90%,0,0,7,0.02%,9.87%,375
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1 (P62333),26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,P62333,,Uniprot_swissprot_human_JUN08_2018.fasta,"44,174.90",6.80%,0,0,0,0.00%,0.00%,389
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2 (Q9H2U2)","Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2",Q9H2U2,,Uniprot_swissprot_human_JUN08_2018.fasta,"37,921.40",86.40%,0,0,0,0.00%,0.00%,334
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1 (P31153),S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,P31153,,Uniprot_swissprot_human_JUN08_2018.fasta,"43,660.90",98.00%,1,1,1,0.00%,4.05%,395
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 (P06733),Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3,P09104,,Uniprot_swissprot_human_JUN08_2018.fasta,"47,269.70",14.80%,0,0,0,0.00%,0.00%,434
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Squalene monooxygenase OS=Homo sapiens OX=9606 GN=SQLE PE=1 SV=3 (Q14534),Squalene monooxygenase OS=Homo sapiens OX=9606 GN=SQLE PE=1 SV=3,Q14534,,Uniprot_swissprot_human_JUN08_2018.fasta,"63,925.00",99.30%,1,2,2,0.00%,2.44%,574
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2 (P62277),40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2,P62277,,Uniprot_swissprot_human_JUN08_2018.fasta,"17,223.30",99.30%,1,1,1,0.00%,8.61%,151
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3 (P62263),40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3,P62263,,Uniprot_swissprot_human_JUN08_2018.fasta,"16,272.90",100.00%,3,3,3,0.01%,11.90%,151
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1 (P62258),14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,P62258,,Uniprot_swissprot_human_JUN08_2018.fasta,"29,175.00",84.80%,0,0,0,0.00%,0.00%,255
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2 (P62244),40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,P62244,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,840.00",100.00%,4,6,6,0.01%,11.50%,130
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1 PE=1 SV=2 (Q13907),Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1 PE=1 SV=2,Q13907,,Uniprot_swissprot_human_JUN08_2018.fasta,"26,320.30",100.00%,12,20,20,0.04%,30.00%,227
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2 (P23396),40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,P23396,,Uniprot_swissprot_human_JUN08_2018.fasta,"26,688.60",52.60%,0,0,0,0.00%,0.00%,243
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 (P08238),Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,P07900,,Uniprot_swissprot_human_JUN08_2018.fasta,"84,663.20",74.50%,0,0,0,0.00%,0.00%,732
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1 (O00487),26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,O00487,,Uniprot_swissprot_human_JUN08_2018.fasta,"34,576.60",99.30%,1,1,1,0.00%,4.19%,310
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Long-chain fatty acid transport protein 4 OS=Homo sapiens OX=9606 GN=SLC27A4 PE=1 SV=1 (Q6P1M0),Long-chain fatty acid transport protein 4 OS=Homo sapiens OX=9606 GN=SLC27A4 PE=1 SV=1,Q6P1M0,,Uniprot_swissprot_human_JUN08_2018.fasta,"72,066.40",85.10%,0,0,1,0.00%,1.71%,643
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1 (Q6UB35)","Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1",Q6UB35,,Uniprot_swissprot_human_JUN08_2018.fasta,"105,791.90",49.30%,0,0,1,0.00%,1.12%,978
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1 (P25789),Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1,P25789,,Uniprot_swissprot_human_JUN08_2018.fasta,"29,484.80",99.30%,1,1,1,0.00%,3.45%,261
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Histone H2AX OS=Homo sapiens OX=9606 GN=H2AFX PE=1 SV=2 (P16104),Histone H2AX OS=Homo sapiens OX=9606 GN=H2AFX PE=1 SV=2,P16104,,Uniprot_swissprot_human_JUN08_2018.fasta,"15,145.10",78.20%,0,0,1,0.00%,7.69%,143
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1 (P63261)",Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,Q562R1,,Uniprot_swissprot_human_JUN08_2018.fasta,"42,004.20",85.90%,0,0,2,0.00%,4.26%,376
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1 (P61586),Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,P61586,,Uniprot_swissprot_human_JUN08_2018.fasta,"21,768.40",98.80%,0,0,2,0.00%,6.22%,193
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 (P04264)","Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2",P35908,,Uniprot_swissprot_human_JUN08_2018.fasta,"65,433.90",97.70%,1,1,2,0.00%,4.85%,639
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),"Cluster of ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1 (P25705)","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",P25705,,Uniprot_swissprot_human_JUN08_2018.fasta,"59,752.10",100.00%,1,2,3,0.01%,2.35%,553
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 (P06733),Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,P06733,,Uniprot_swissprot_human_JUN08_2018.fasta,"47,170.20",100.00%,2,3,4,0.01%,2.53%,434
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 (P08238),Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,P08238,,Uniprot_swissprot_human_JUN08_2018.fasta,"83,267.30",93.50%,0,0,11,0.02%,2.21%,724
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,P17066,,Uniprot_swissprot_human_JUN08_2018.fasta,"71,028.80",71.60%,0,0,20,0.04%,8.09%,643
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1 (P60900),Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1,P60900,,Uniprot_swissprot_human_JUN08_2018.fasta,"27,399.50",99.80%,1,1,1,0.00%,4.07%,246
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens OX=9606 GN=EIF5A2 PE=1 SV=3 (Q9GZV4),Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens OX=9606 GN=EIF5A2 PE=1 SV=3,Q9GZV4,,Uniprot_swissprot_human_JUN08_2018.fasta,"16,793.30",100.00%,4,5,6,0.01%,17.60%,153
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock 70 kDa protein 1-like OS=Homo sapiens OX=9606 GN=HSPA1L PE=1 SV=2,P34931,,Uniprot_swissprot_human_JUN08_2018.fasta,"70,377.10",100.00%,2,3,12,0.03%,10.50%,641
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1 (P37268),Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1,P37268,,Uniprot_swissprot_human_JUN08_2018.fasta,"48,116.40",75.50%,0,0,0,0.00%,0.00%,417
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4 (P38919),Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,P38919,,Uniprot_swissprot_human_JUN08_2018.fasta,"46,872.40",5.80%,0,0,0,0.00%,0.00%,411
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3 (P17980),26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,P17980,,Uniprot_swissprot_human_JUN08_2018.fasta,"49,205.00",99.10%,0,0,0,0.00%,0.00%,439
My Experiment_human,8-gene,RSHIP4NT_b,Service_Kachroo_2525_210722_6 (peptides_1_1_0.mzid),Cluster of Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1 (P0CG47),Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1,"P0CG47,P0CG48",,Uniprot_swissprot_human_JUN08_2018.fasta,"77,042.40",100.00%,0,0,23,0.05%,16.60%,685
